source,target,weight,directed
CD4-C6-CXCL13,CD4-C7-FOXP3,1.0,False
CD4-C5-TCF7,CD4-C6-CXCL13,1.0,False
CD4-C4-IL7R,CD4-C5-TCF7,1.0,False
CD4-C3-ANXA1,CD4-C4-IL7R,1.0,False
CD4/CD8-C1-CCR7,CD4-C3-ANXA1,1.0,False
