cell_id,branch_label
2102,monocyte-derived macrophage
2106,VEGFA+ macrophage
2109,TREM2+ macrophage
2115,VEGFA+ macrophage
2117,VEGFA+ macrophage
2119,monocyte-derived macrophage
2123,proliferative macrophage
2124,VEGFA+ macrophage
2125,monocyte-derived macrophage
2128,TREM2+ macrophage
2130,VEGFA+ macrophage
2132,VEGFA+ macrophage
2133,VEGFA+ macrophage
2135,VEGFA+ macrophage
2138,MMP9+ macrophage
2141,VEGFA+ macrophage
2144,VEGFA+ macrophage
2146,VEGFA+ macrophage
2147,monocyte-derived macrophage
2148,VEGFA+ macrophage
2150,TREM2+ macrophage
2152,VEGFA+ macrophage
2158,VEGFA+ macrophage
2159,TREM2+ macrophage
2160,VEGFA+ macrophage
2162,VEGFA+ macrophage
2165,VEGFA+ macrophage
2166,monocyte-derived macrophage
2168,VEGFA+ macrophage
2169,VEGFA+ macrophage
2172,TREM2+ macrophage
2177,monocyte-derived macrophage
2178,VEGFA+ macrophage
2179,VEGFA+ macrophage
2181,monocyte-derived macrophage
2182,VEGFA+ macrophage
2184,VEGFA+ macrophage
2185,VEGFA+ macrophage
2186,VEGFA+ macrophage
2187,VEGFA+ macrophage
2188,VEGFA+ macrophage
2189,TREM2+ macrophage
2196,VEGFA+ macrophage
2199,TREM2+ macrophage
2200,monocyte-derived macrophage
2202,VEGFA+ macrophage
2205,VEGFA+ macrophage
2207,monocyte-derived macrophage
2208,monocyte-derived macrophage
2210,VEGFA+ macrophage
2211,VEGFA+ macrophage
2212,VEGFA+ macrophage
2213,VEGFA+ macrophage
2215,VEGFA+ macrophage
2218,VEGFA+ macrophage
2219,TREM2+ macrophage
2220,VEGFA+ macrophage
2222,VEGFA+ macrophage
2226,monocyte-derived macrophage
2230,VEGFA+ macrophage
2231,VEGFA+ macrophage
2232,VEGFA+ macrophage
2233,TREM2+ macrophage
2235,VEGFA+ macrophage
2237,VEGFA+ macrophage
2239,VEGFA+ macrophage
2240,VEGFA+ macrophage
2242,VEGFA+ macrophage
2243,VEGFA+ macrophage
2246,monocyte-derived macrophage
2247,VEGFA+ macrophage
2248,TREM2+ macrophage
2250,monocyte-derived macrophage
2251,VEGFA+ macrophage
2254,monocyte-derived macrophage
2260,VEGFA+ macrophage
2267,MMP9+ macrophage
2271,VEGFA+ macrophage
2272,VEGFA+ macrophage
2273,VEGFA+ macrophage
2277,VEGFA+ macrophage
2279,VEGFA+ macrophage
2280,VEGFA+ macrophage
2281,VEGFA+ macrophage
2284,monocyte-derived macrophage
2285,TREM2+ macrophage
2286,TREM2+ macrophage
2292,VEGFA+ macrophage
2301,VEGFA+ macrophage
2302,VEGFA+ macrophage
2303,VEGFA+ macrophage
2304,monocyte-derived macrophage
2308,VEGFA+ macrophage
2310,VEGFA+ macrophage
2311,monocyte-derived macrophage
2313,VEGFA+ macrophage
2316,VEGFA+ macrophage
2318,TREM2+ macrophage
2319,monocyte-derived macrophage
2321,VEGFA+ macrophage
2322,monocyte-derived macrophage
2324,VEGFA+ macrophage
2325,VEGFA+ macrophage
2326,VEGFA+ macrophage
2327,monocyte-derived macrophage
2336,TREM2+ macrophage
2337,patient-specific macrophage
2341,VEGFA+ macrophage
2342,VEGFA+ macrophage
2344,VEGFA+ macrophage
2345,TREM2+ macrophage
2346,TREM2+ macrophage
2351,monocyte-derived macrophage
2352,TREM2+ macrophage
2353,patient-specific macrophage
2354,monocyte-derived macrophage
2355,VEGFA+ macrophage
2358,VEGFA+ macrophage
2360,VEGFA+ macrophage
2361,VEGFA+ macrophage
