group,n_cells,n_nan_pseudotime,pseudotime_mean,pseudotime_median,pseudotime_min,pseudotime_max
MARCO+ macrophage,2425,0,0.08952727069538736,0.06298102981029807,0.0035772357723576897,0.7149051490514905
MMP9+ macrophage,1435,0,0.055489495104010265,0.041409214092140934,0.001626016260162566,0.45560975609756094
TREM2+ macrophage,2170,0,0.10964414971338654,0.0924661246612466,0.005636856368563703,0.5254200542005419
VEGFA+ macrophage,1535,0,0.06215308563509088,0.05105691056910566,0.0033604336043360217,0.4334959349593497
monocyte-derived macrophage,3137,0,0.039267800264869084,0.028075880758807625,0.0,0.2695934959349593
patient-specific macrophage,2496,0,0.14466954172746854,0.11289972899729,0.004227642276422805,1.0
proliferative macrophage,298,0,0.12003819501282262,0.10504065040650412,0.012249322493224968,0.5126287262872629
