source,target,weight,directed
CD4/CD8-C1-CCR7,CD8-C3-IL7R,1.0,True
CD8-C3-IL7R,CD8-C6-GZMK,1.0,True
CD8-C6-GZMK,CD8-C4-CX3CR1,1.0,True
CD8-C6-GZMK,CD8-C5-SELL,1.0,True
CD8-C6-GZMK,CD8-C7-KLRD1,1.0,True
CD8-C6-GZMK,CD8-C8-PDCD1,1.0,True
