source,target,weight,directed
Mφ-C3-APOE,Mφ-C2-C1QA,1.0,False
Mφ-C1-THBS1,Mφ-C3-APOE,1.0,False
Mono-C2-FCGR3A,Mφ-C1-THBS1,1.0,False
Mono-C1-CD14,Mono-C2-FCGR3A,1.0,False
Mφ-C5-VCAN,Mono-C1-CD14,1.0,False
Mφ-C6-MARCO,Mφ-C5-VCAN,1.0,False
