source,target,weight,directed
Mφ-C6-MARCO,Mφ-C5-VCAN,1.77482413548779,False
Mφ-C5-VCAN,Mono-C1-CD14,2.58249613848577,False
Mφ-C1-THBS1,Mono-C1-CD14,2.52381750241074,False
Mφ-C1-THBS1,Mφ-C2-C1QA,2.26134583214071,False
Mφ-C1-THBS1,Mono-C2-FCGR3A,3.18918482737449,False
Mφ-C3-APOE,Mφ-C2-C1QA,2.92542565941541,False
