step,event,time_s,rss_gb,gpu_mem_gb
subset_sanitize,start,,3.3573226928710938,0.0
subset_sanitize,end,1.5731487274169922,5.91107177734375,0.0
setup_anndata,start,,8.290729522705078,0.0
setup_anndata,end,0.045296430587768555,8.304573059082031,0.0
train,start,,8.304573059082031,0.0
train,end,659.4335169792175,8.749610900878906,0.009821891784667969
save_model,start,,8.749610900878906,0.009821891784667969
save_model,end,0.03183150291442871,8.760231018066406,0.009821891784667969
latent,start,,8.760231018066406,0.009821891784667969
latent,end,5.762291669845581,8.861305236816406,0.01775646209716797
neighbors,start,,8.861305236816406,0.01775646209716797
neighbors,end,92.83820581436157,9.617259979248047,0.01775646209716797
umap,start,,9.617259979248047,0.01775646209716797
umap,end,228.79841566085815,9.638378143310547,0.01775646209716797
leiden,start,,9.638378143310547,0.01775646209716797
leiden,end,458.10677003860474,11.808525085449219,0.01775646209716797
metrics,start,,11.808525085449219,0.01775646209716797
metrics,end,1949.8816759586334,13.47463607788086,0.01775646209716797
plots,start,,13.47463607788086,0.01775646209716797
plots,end,19.383677005767822,14.169246673583984,0.01775646209716797
