source,target,weight,directed
Mono-C1-CD14,Mφ-C2-C1QA,1.0,True
Mono-C1-CD14,Mφ-C3-APOE,0.9544240458608941,True
Mono-C2-FCGR3A,Mφ-C6-MARCO,0.9164269847095347,True
Mφ-C1-THBS1,Mφ-C6-MARCO,0.9329219336398074,True
Mφ-C5-VCAN,Mφ-C2-C1QA,0.9104292651809754,True
Mφ-C6-MARCO,Mφ-C2-C1QA,0.9435543477677628,True
