Method,Marker concordance,Marker monotonicity,kNN smoothness,Root purity,Topology consistency
CellRank,0.2888880041366881,0.7532442216652743,0.973536269902182,0.25491171924335476,0.5532889365508957
ElPiGraph,0.20264620983124002,0.5703599275967698,0.9719632288143698,0.5120388862545028,0.6891805551126259
Monocle3,0.17496806399036377,0.5748050682261209,0.9767122977847432,0.5605402791655774,0.6108807814766474
PAGA + DPT,0.21848231891204203,0.6253724589250904,0.9908869756353395,0.5732100082668227,0.707936507936508
SCORPIUS,0.2838684816313723,0.6027574723846654,0.9766128418065145,0.1602998474608288,0.7816017244565643
Slingshot,0.2949714205402973,0.6183305485937064,0.9761275354847067,0.5861074744489414,0.8246031746031747
TSCAN,0.3339303468468888,0.6379411139455783,0.9608864355650112,0.7258766968717123,0.8682539682539683
VIA,0.1657607129135042,0.5726936144828302,0.9792176053237601,0.4860929188658687,0.25392876635952205
