source,target,weight,directed
CD4/CD8-C1-CCR7,CD4-C3-ANXA1,0.22018895015758655,True
CD4-C4-IL7R,CD4-C5-TCF7,0.174805125815632,True
CD4-C4-IL7R,CD4/CD8-C1-CCR7,0.04767634961688716,True
CD4-C5-TCF7,CD4-C6-CXCL13,0.055589567254168526,True
CD4-C6-CXCL13,CD4-C7-FOXP3,0.08829209589416498,True
