source,target,weight,directed
CD4-C3-ANXA1,CD4-C4-IL7R,6.02366823767248,False
CD4-C3-ANXA1,CD4/CD8-C1-CCR7,3.29481162653852,False
CD4-C4-IL7R,CD4-C5-TCF7,4.36858388518482,False
CD4-C5-TCF7,CD4-C6-CXCL13,7.10758929968293,False
CD4-C6-CXCL13,CD4-C7-FOXP3,5.96528720672267,False
