source,target,weight,directed
Mono-C1-CD14,Mφ-C1-THBS1,7.92071432921509,False
Mono-C1-CD14,Mφ-C5-VCAN,8.40362550076584,False
Mono-C2-FCGR3A,Mφ-C1-THBS1,7.94609307333337,False
Mφ-C1-THBS1,Mφ-C3-APOE,8.82341497253958,False
Mφ-C2-C1QA,Mφ-C3-APOE,7.14021476907564,False
Mφ-C5-VCAN,Mφ-C6-MARCO,4.69898551572631,False
