source,target,weight,directed
central memory T,naïve T,3.48603694040607,False
central memory T,regulatory T,6.95499482238021,False
cytotoxic T lymphocytes,effector memory T,3.65179684013141,False
cytotoxic T lymphocytes,intermediate T,2.7420302192849,False
intermediate T,naïve T,4.77058475975741,False
intermediate T,tissue-resident memory T,5.27007090815932,False
proliferative CD4 T,proliferative CD8 T,7.22669368719639,False
proliferative CD4 T,regulatory T,9.6320823049342,False
