source,target,weight,directed
CD8-C8-PDCD1,CD8-C7-KLRD1,1.0,False
CD8-C6-GZMK,CD8-C8-PDCD1,1.0,False
CD8-C5-SELL,CD8-C6-GZMK,1.0,False
CD8-C3-IL7R,CD8-C5-SELL,1.0,False
CD4/CD8-C1-CCR7,CD8-C3-IL7R,1.0,False
CD8-C4-CX3CR1,CD4/CD8-C1-CCR7,1.0,False
