Method,Marker concordance,Marker monotonicity,kNN smoothness,Root purity,Topology consistency
CellRank,0.64533232647633,0.7134502923976608,0.9964712417280664,0.2292447777182646,0.7615129419677079
ElPiGraph,0.6381089355172836,0.5730994152046783,0.9831357676399264,0.43616331821127674,0.552344770738994
Monocle3,0.5937607699346662,0.584795321637427,0.9859925982559001,0.475048606610499,0.8833333333333333
PAGA,0.6219123644971927,0.5906432748538012,0.9946091163707321,0.43292287751134156,0.6
SCORPIUS,0.6028821758968017,0.6140350877192983,0.9891616226531708,0.1677295918367347,0.5401276624446221
Slingshot,0.5948183806838954,0.5672514619883042,0.9763501248996204,0.17887232663642255,0.7666666666666667
TSCAN,0.6182293877634157,0.6458333333333334,0.9593374292753784,0.7070641607258588,0.8166666666666667
VIA,0.591671880895096,0.5703703703703703,0.9912779107105057,0.459546925566343,0.2333333333333333
