Method,Marker concordance,Marker monotonicity,kNN smoothness,Root purity,Topology consistency
CellRank,0.5750696544495603,0.6105263157894736,0.963709522543173,0.033012379642365884,0.7
ElPiGraph,0.5934083712674784,0.5473684210526317,0.971240098148449,0.324585635359116,0.7071067811865475
Monocle3,0.6141825134876223,0.5789473684210525,0.979936476201882,0.2900552486187845,0.20519567041703085
PAGA,0.5672753243377545,0.6105263157894736,0.9856520346499505,0.35082872928176795,0.7
SCORPIUS,0.6110303306075903,0.5684210526315789,0.9716943413907089,0.008287292817679558,0.9999999999999999
Slingshot,0.724653502310955,0.6421052631578947,0.9712641319337095,0.3494475138121547,0.9999999999999999
TSCAN,0.7322315216960432,0.6285714285714287,0.9646396785530641,0.38950276243093923,0.8999999999999998
VIA,0.5797280569811767,0.5625,0.9751975355367021,0.2644110275689223,0.09999999999999999
