Method,Marker concordance,Marker monotonicity,kNN smoothness,Root purity,Topology consistency
CellRank,0.6732509025864801,0.7894736842105263,0.9697493841300667,0.5975073313782991,0.5714285714285715
ElPiGraph,0.5893949609592231,0.5413533834586467,0.9720622357717823,0.6140740740740741,0.4719399037242695
Monocle3,0.5628733698991671,0.556390977443609,0.98721725411387,0.605925925925926,0.642857142857143
PAGA,0.6842696429559949,0.5939849624060151,0.9942760292327937,0.577037037037037,0.8571428571428573
SCORPIUS,0.783017372999894,0.619047619047619,0.9792522420171189,0.7851851851851852,1.0
Slingshot,0.7445768857360876,0.6315789473684211,0.9725531879284222,0.9288888888888889,0.9642857142857145
TSCAN,0.7680829524785352,0.6122448979591837,0.9511434585102759,0.9986893840104849,0.9642857142857145
VIA,0.55716437624715,0.5535714285714286,0.9880666873881263,0.5293701344656758,0.5045249791095131
