Method,Marker concordance,Marker monotonicity,kNN smoothness,Root purity,Topology consistency
CellRank,0.6760349462612032,0.8796992481203006,0.9705384773583223,0.07478188616535106,0.21428571428571433
ElPiGraph,0.6487304453071947,0.6090225563909774,0.9739233297925476,0.8716216216216216,0.7092993656151907
Monocle3,0.6388485695673658,0.6015037593984963,0.9721360597806867,0.9007601351351351,0.991031208965115
PAGA,0.6592871613463541,0.6917293233082705,0.9889008983110886,0.9016047297297297,1.0
SCORPIUS,0.5723900081710563,0.6090225563909775,0.9717100769919568,0.0,0.9369749612033815
Slingshot,0.6634720095843115,0.706766917293233,0.9755700764755755,0.9130067567567568,0.8214285714285715
TSCAN,0.666737844164218,0.6571428571428573,0.9598007154474952,0.9987331081081081,0.8571428571428573
VIA,0.6232143842650432,0.5873015873015873,0.9719715997666963,0.75,0.07142857142857144
