Method,Marker concordance,Marker monotonicity,kNN smoothness,Root purity,Topology consistency
CellRank,0.031862786275844136,2.242246470964224,-0.5175742647070227,-0.6044567918286393,-0.7891799167851309
ElPiGraph,-0.8825100552738449,-0.8962051173907873,-0.3475518791804801,-0.5109367880206496,-1.236225778091991
Monocle3,-1.1717039049809665,-0.7059959302177578,0.7665240627199581,-0.5569334489114603,-0.4682202741139529
PAGA,0.15201213701304436,-0.23047296228517944,1.2854288480370986,-0.7200125193425175,0.49465865389958
SCORPIUS,1.228766398722658,0.08654234966987089,0.18099997072377966,0.454993090686379,1.1365779392419344
Slingshot,0.8096078168990859,0.24505000564739884,-0.3114609966760611,1.2662069282152253,0.9760981179063467
TSCAN,1.065920114201608,0.0004953364249295818,-1.885333355584013,1.6602338464479813,0.9760981179063467
VIA,-1.2339552928574253,-0.7416601528127003,0.8289676146667488,-0.9890943172463176,-1.0898068599631348
