source,target,weight,directed
NK-C1-FCGR3A,NK-C2-SELL,0.09179296151453464,True
NK-C3-IFNG,NK-C1-FCGR3A,0.06115415576781569,True
NK-C5-CD69,NK-C3-IFNG,0.1396085963580087,True
NK-C5-CD69,NK-C7-CD160,0.046412795562329356,True
