cell_id,branch_label
13320,cytotoxic T lymphocytes
13321,naïve T
13322,cytotoxic T lymphocytes
13326,cytotoxic T lymphocytes
13330,central memory T
13332,intermediate T
13333,cytotoxic T lymphocytes
13338,cytotoxic T lymphocytes
13340,intermediate T
13342,cytotoxic T lymphocytes
13344,intermediate T
13345,intermediate T
13347,intermediate T
13349,cytotoxic T lymphocytes
13350,effector memory T
13351,cytotoxic T lymphocytes
13352,cytotoxic T lymphocytes
13358,intermediate T
13359,cytotoxic T lymphocytes
13360,tissue-resident memory T
13361,cytotoxic T lymphocytes
13363,cytotoxic T lymphocytes
13364,intermediate T
13368,effector memory T
13370,cytotoxic T lymphocytes
13372,cytotoxic T lymphocytes
13376,regulatory T
13377,intermediate T
13378,intermediate T
13379,naïve T
13380,cytotoxic T lymphocytes
13383,cytotoxic T lymphocytes
13384,effector memory T
13385,cytotoxic T lymphocytes
13386,cytotoxic T lymphocytes
13387,cytotoxic T lymphocytes
13388,intermediate T
13390,cytotoxic T lymphocytes
13393,effector memory T
13395,intermediate T
13398,tissue-resident memory T
13404,intermediate T
13405,cytotoxic T lymphocytes
13412,effector memory T
13415,cytotoxic T lymphocytes
13417,regulatory T
13421,naïve T
13422,naïve T
13423,regulatory T
13424,tissue-resident memory T
13425,naïve T
13426,cytotoxic T lymphocytes
13429,tissue-resident memory T
13430,proliferative CD4 T
13432,intermediate T
13433,cytotoxic T lymphocytes
13436,cytotoxic T lymphocytes
13438,intermediate T
13439,tissue-resident memory T
13440,intermediate T
13441,intermediate T
13442,cytotoxic T lymphocytes
13446,tissue-resident memory T
13447,tissue-resident memory T
13450,effector memory T
13453,cytotoxic T lymphocytes
13456,naïve T
13457,naïve T
13458,regulatory T
13459,cytotoxic T lymphocytes
13462,cytotoxic T lymphocytes
13463,intermediate T
13464,cytotoxic T lymphocytes
13466,tissue-resident memory T
13467,cytotoxic T lymphocytes
13470,cytotoxic T lymphocytes
13472,intermediate T
13475,tissue-resident memory T
13476,naïve T
13478,cytotoxic T lymphocytes
13480,cytotoxic T lymphocytes
13481,cytotoxic T lymphocytes
13482,naïve T
13483,naïve T
13488,intermediate T
13489,regulatory T
13491,effector memory T
13492,naïve T
13493,cytotoxic T lymphocytes
13494,effector memory T
13495,effector memory T
13496,naïve T
13497,tissue-resident memory T
13500,cytotoxic T lymphocytes
13501,intermediate T
13506,cytotoxic T lymphocytes
13509,cytotoxic T lymphocytes
13510,cytotoxic T lymphocytes
13512,cytotoxic T lymphocytes
13513,cytotoxic T lymphocytes
13514,effector memory T
13516,regulatory T
13523,intermediate T
13525,cytotoxic T lymphocytes
13526,tissue-resident memory T
13527,cytotoxic T lymphocytes
13528,effector memory T
13531,intermediate T
13533,intermediate T
13535,tissue-resident memory T
13537,cytotoxic T lymphocytes
13539,tissue-resident memory T
13547,naïve T
13548,cytotoxic T lymphocytes
13551,intermediate T
13552,naïve T
13555,intermediate T
13559,intermediate T
13560,tissue-resident memory T
13562,effector memory T
13569,cytotoxic T lymphocytes
13574,tissue-resident memory T
13575,cytotoxic T lymphocytes
13583,regulatory T
13584,tissue-resident memory T
13585,cytotoxic T lymphocytes
13587,cytotoxic T lymphocytes
13589,intermediate T
13591,cytotoxic T lymphocytes
13592,cytotoxic T lymphocytes
13594,tissue-resident memory T
13595,naïve T
13597,tissue-resident memory T
13598,naïve T
13599,naïve T
13602,intermediate T
13603,effector memory T
13605,effector memory T
13606,cytotoxic T lymphocytes
13609,cytotoxic T lymphocytes
13612,cytotoxic T lymphocytes
13614,effector memory T
13617,intermediate T
13618,cytotoxic T lymphocytes
13620,intermediate T
13621,cytotoxic T lymphocytes
13622,naïve T
13623,effector memory T
13624,cytotoxic T lymphocytes
13625,cytotoxic T lymphocytes
13627,intermediate T
13628,tissue-resident memory T
13630,effector memory T
13631,tissue-resident memory T
13634,regulatory T
13635,tissue-resident memory T
13636,intermediate T
13638,cytotoxic T lymphocytes
13639,naïve T
13640,tissue-resident memory T
13641,cytotoxic T lymphocytes
13642,cytotoxic T lymphocytes
13644,effector memory T
13646,naïve T
13649,cytotoxic T lymphocytes
13651,intermediate T
13653,cytotoxic T lymphocytes
13655,intermediate T
13657,intermediate T
13658,cytotoxic T lymphocytes
13660,intermediate T
13661,tissue-resident memory T
13663,regulatory T
13666,proliferative CD4 T
13667,intermediate T
13671,cytotoxic T lymphocytes
13672,naïve T
13673,tissue-resident memory T
13675,effector memory T
13676,cytotoxic T lymphocytes
13677,cytotoxic T lymphocytes
13678,cytotoxic T lymphocytes
13679,cytotoxic T lymphocytes
13680,cytotoxic T lymphocytes
13684,cytotoxic T lymphocytes
13686,proliferative CD4 T
13688,cytotoxic T lymphocytes
13691,cytotoxic T lymphocytes
13693,tissue-resident memory T
13694,cytotoxic T lymphocytes
13695,cytotoxic T lymphocytes
13698,naïve T
13699,cytotoxic T lymphocytes
13701,intermediate T
13702,effector memory T
13704,cytotoxic T lymphocytes
13706,effector memory T
13708,tissue-resident memory T
13710,cytotoxic T lymphocytes
13712,cytotoxic T lymphocytes
13714,effector memory T
13717,cytotoxic T lymphocytes
13718,intermediate T
13725,regulatory T
13726,cytotoxic T lymphocytes
13728,cytotoxic T lymphocytes
13733,tissue-resident memory T
13734,intermediate T
13740,cytotoxic T lymphocytes
13743,cytotoxic T lymphocytes
13744,effector memory T
13746,naïve T
13747,naïve T
13748,tissue-resident memory T
13750,naïve T
13751,cytotoxic T lymphocytes
13752,central memory T
13756,tissue-resident memory T
13757,proliferative CD4 T
13758,effector memory T
13761,intermediate T
13762,effector memory T
13763,tissue-resident memory T
13764,cytotoxic T lymphocytes
13766,naïve T
13767,cytotoxic T lymphocytes
13768,cytotoxic T lymphocytes
13769,naïve T
13776,cytotoxic T lymphocytes
13777,tissue-resident memory T
13780,effector memory T
13783,effector memory T
13784,effector memory T
13786,effector memory T
13787,cytotoxic T lymphocytes
13788,tissue-resident memory T
13789,regulatory T
13790,tissue-resident memory T
13792,cytotoxic T lymphocytes
13793,naïve T
13798,naïve T
13800,effector memory T
13803,naïve T
13805,intermediate T
13807,effector memory T
13808,effector memory T
13809,effector memory T
13811,intermediate T
13812,intermediate T
13814,cytotoxic T lymphocytes
13816,cytotoxic T lymphocytes
13821,cytotoxic T lymphocytes
13822,effector memory T
13825,effector memory T
13826,cytotoxic T lymphocytes
13827,effector memory T
13830,intermediate T
13833,cytotoxic T lymphocytes
13834,intermediate T
13835,cytotoxic T lymphocytes
13836,cytotoxic T lymphocytes
13838,effector memory T
13839,regulatory T
13840,naïve T
13841,intermediate T
13843,intermediate T
13846,intermediate T
13850,naïve T
13852,cytotoxic T lymphocytes
13854,intermediate T
13855,tissue-resident memory T
13856,cytotoxic T lymphocytes
13858,effector memory T
13859,regulatory T
13861,effector memory T
13865,cytotoxic T lymphocytes
13866,naïve T
13869,intermediate T
13870,naïve T
13872,cytotoxic T lymphocytes
13874,naïve T
13875,effector memory T
13877,cytotoxic T lymphocytes
13879,intermediate T
13882,cytotoxic T lymphocytes
13883,tissue-resident memory T
13884,naïve T
13885,effector memory T
13886,naïve T
13888,intermediate T
13889,tissue-resident memory T
13890,cytotoxic T lymphocytes
13892,cytotoxic T lymphocytes
13893,effector memory T
13895,effector memory T
13896,regulatory T
13899,cytotoxic T lymphocytes
13900,effector memory T
13901,intermediate T
13902,cytotoxic T lymphocytes
13903,intermediate T
13905,tissue-resident memory T
13906,intermediate T
13907,intermediate T
13910,tissue-resident memory T
13911,naïve T
13915,cytotoxic T lymphocytes
13918,effector memory T
13920,regulatory T
13921,cytotoxic T lymphocytes
13923,naïve T
13925,cytotoxic T lymphocytes
13926,intermediate T
13927,cytotoxic T lymphocytes
13928,naïve T
13929,tissue-resident memory T
13930,proliferative CD4 T
13932,effector memory T
13933,cytotoxic T lymphocytes
13934,cytotoxic T lymphocytes
13935,effector memory T
13937,cytotoxic T lymphocytes
13940,tissue-resident memory T
13941,naïve T
13944,cytotoxic T lymphocytes
13945,effector memory T
13948,tissue-resident memory T
13950,intermediate T
13952,regulatory T
13955,intermediate T
13958,effector memory T
13965,naïve T
13969,tissue-resident memory T
13970,cytotoxic T lymphocytes
13972,naïve T
13973,intermediate T
13977,naïve T
13978,intermediate T
13983,cytotoxic T lymphocytes
13985,intermediate T
13989,cytotoxic T lymphocytes
13990,cytotoxic T lymphocytes
13991,intermediate T
13993,cytotoxic T lymphocytes
13996,cytotoxic T lymphocytes
13997,intermediate T
13998,cytotoxic T lymphocytes
13999,cytotoxic T lymphocytes
14003,cytotoxic T lymphocytes
14004,intermediate T
14005,cytotoxic T lymphocytes
14007,intermediate T
14008,tissue-resident memory T
14012,intermediate T
14013,intermediate T
14014,cytotoxic T lymphocytes
14015,cytotoxic T lymphocytes
14017,naïve T
14020,cytotoxic T lymphocytes
14021,intermediate T
14022,intermediate T
14023,effector memory T
14027,cytotoxic T lymphocytes
14029,cytotoxic T lymphocytes
14030,regulatory T
14031,cytotoxic T lymphocytes
14032,cytotoxic T lymphocytes
14033,proliferative CD4 T
14036,cytotoxic T lymphocytes
14037,effector memory T
14038,cytotoxic T lymphocytes
14039,tissue-resident memory T
14040,naïve T
14041,cytotoxic T lymphocytes
14043,cytotoxic T lymphocytes
14044,intermediate T
14049,effector memory T
14050,intermediate T
14051,tissue-resident memory T
14053,effector memory T
14054,tissue-resident memory T
14055,naïve T
14058,cytotoxic T lymphocytes
14060,cytotoxic T lymphocytes
14061,cytotoxic T lymphocytes
14062,effector memory T
14063,cytotoxic T lymphocytes
14068,proliferative CD8 T
14069,intermediate T
14070,cytotoxic T lymphocytes
14071,intermediate T
14073,proliferative CD4 T
14074,cytotoxic T lymphocytes
14078,tissue-resident memory T
14079,intermediate T
14080,naïve T
14083,intermediate T
14087,cytotoxic T lymphocytes
14089,cytotoxic T lymphocytes
14090,cytotoxic T lymphocytes
14091,cytotoxic T lymphocytes
14092,intermediate T
14094,cytotoxic T lymphocytes
14097,cytotoxic T lymphocytes
14099,cytotoxic T lymphocytes
14100,effector memory T
14104,intermediate T
14108,intermediate T
14109,tissue-resident memory T
14110,cytotoxic T lymphocytes
14111,cytotoxic T lymphocytes
14115,proliferative CD4 T
14118,naïve T
14119,tissue-resident memory T
14122,effector memory T
14126,effector memory T
14130,cytotoxic T lymphocytes
14131,intermediate T
14134,naïve T
14135,cytotoxic T lymphocytes
14136,cytotoxic T lymphocytes
14137,effector memory T
14138,proliferative CD4 T
14140,intermediate T
14142,cytotoxic T lymphocytes
14143,intermediate T
14144,tissue-resident memory T
14145,cytotoxic T lymphocytes
14147,cytotoxic T lymphocytes
14148,effector memory T
14152,naïve T
14154,effector memory T
14155,effector memory T
14160,effector memory T
14164,intermediate T
14169,cytotoxic T lymphocytes
14170,cytotoxic T lymphocytes
14171,cytotoxic T lymphocytes
14173,naïve T
14178,cytotoxic T lymphocytes
14180,proliferative CD4 T
14181,cytotoxic T lymphocytes
14182,effector memory T
14183,effector memory T
14186,intermediate T
14187,cytotoxic T lymphocytes
14189,tissue-resident memory T
14190,effector memory T
14193,cytotoxic T lymphocytes
14194,cytotoxic T lymphocytes
14203,naïve T
14204,cytotoxic T lymphocytes
14210,proliferative CD4 T
14211,cytotoxic T lymphocytes
14213,intermediate T
14215,intermediate T
14216,tissue-resident memory T
14217,proliferative CD4 T
14218,naïve T
14219,intermediate T
14221,cytotoxic T lymphocytes
14224,naïve T
14225,effector memory T
14228,intermediate T
14230,intermediate T
14231,tissue-resident memory T
14234,intermediate T
14236,cytotoxic T lymphocytes
14237,naïve T
14241,cytotoxic T lymphocytes
14242,effector memory T
14244,effector memory T
14245,naïve T
14248,effector memory T
14251,cytotoxic T lymphocytes
14255,cytotoxic T lymphocytes
14256,cytotoxic T lymphocytes
14258,intermediate T
14259,naïve T
14262,intermediate T
14264,tissue-resident memory T
14265,naïve T
14266,effector memory T
14267,cytotoxic T lymphocytes
14269,effector memory T
14270,effector memory T
14272,intermediate T
14273,effector memory T
14274,effector memory T
14276,intermediate T
14277,naïve T
14278,tissue-resident memory T
14280,cytotoxic T lymphocytes
14283,cytotoxic T lymphocytes
14284,tissue-resident memory T
14290,tissue-resident memory T
14292,effector memory T
14293,tissue-resident memory T
14294,effector memory T
14295,intermediate T
14297,cytotoxic T lymphocytes
14298,naïve T
14299,naïve T
14301,tissue-resident memory T
14305,proliferative CD4 T
14306,effector memory T
14307,intermediate T
14308,cytotoxic T lymphocytes
14309,proliferative CD4 T
14310,naïve T
14311,cytotoxic T lymphocytes
14312,intermediate T
14315,regulatory T
14316,intermediate T
14318,intermediate T
14319,naïve T
14320,tissue-resident memory T
14322,intermediate T
14323,naïve T
14324,tissue-resident memory T
14326,cytotoxic T lymphocytes
14327,intermediate T
14330,cytotoxic T lymphocytes
14332,cytotoxic T lymphocytes
14333,naïve T
14334,cytotoxic T lymphocytes
14337,intermediate T
14338,tissue-resident memory T
14339,cytotoxic T lymphocytes
14340,cytotoxic T lymphocytes
14341,proliferative CD4 T
14344,cytotoxic T lymphocytes
14346,cytotoxic T lymphocytes
14350,effector memory T
14351,cytotoxic T lymphocytes
14352,regulatory T
14354,effector memory T
14355,tissue-resident memory T
14357,cytotoxic T lymphocytes
14359,tissue-resident memory T
14360,intermediate T
14361,tissue-resident memory T
14363,naïve T
14364,cytotoxic T lymphocytes
14365,naïve T
14367,cytotoxic T lymphocytes
14368,effector memory T
14369,naïve T
14370,effector memory T
14371,effector memory T
14372,tissue-resident memory T
14373,intermediate T
14376,cytotoxic T lymphocytes
14379,cytotoxic T lymphocytes
14380,cytotoxic T lymphocytes
14381,cytotoxic T lymphocytes
14382,cytotoxic T lymphocytes
14388,effector memory T
14390,naïve T
14391,effector memory T
14392,cytotoxic T lymphocytes
14393,intermediate T
14394,cytotoxic T lymphocytes
14396,tissue-resident memory T
14397,effector memory T
14399,regulatory T
14402,effector memory T
14403,tissue-resident memory T
14404,cytotoxic T lymphocytes
14405,effector memory T
14410,tissue-resident memory T
14413,naïve T
14414,cytotoxic T lymphocytes
14416,naïve T
14417,naïve T
14419,cytotoxic T lymphocytes
14420,tissue-resident memory T
14421,effector memory T
14423,cytotoxic T lymphocytes
14424,cytotoxic T lymphocytes
14429,naïve T
14431,tissue-resident memory T
14432,cytotoxic T lymphocytes
14434,cytotoxic T lymphocytes
14435,intermediate T
14437,cytotoxic T lymphocytes
14440,cytotoxic T lymphocytes
14442,regulatory T
14443,cytotoxic T lymphocytes
14444,effector memory T
14446,naïve T
14448,tissue-resident memory T
14450,effector memory T
14451,naïve T
14455,effector memory T
14457,naïve T
14458,tissue-resident memory T
14459,tissue-resident memory T
14461,effector memory T
14462,cytotoxic T lymphocytes
14463,cytotoxic T lymphocytes
14468,cytotoxic T lymphocytes
14472,naïve T
14473,cytotoxic T lymphocytes
14474,cytotoxic T lymphocytes
14476,proliferative CD4 T
14478,cytotoxic T lymphocytes
14479,cytotoxic T lymphocytes
14480,intermediate T
14482,cytotoxic T lymphocytes
14483,naïve T
14487,naïve T
14489,naïve T
14493,effector memory T
14496,tissue-resident memory T
14497,cytotoxic T lymphocytes
14500,naïve T
14501,cytotoxic T lymphocytes
14502,cytotoxic T lymphocytes
14504,tissue-resident memory T
14505,tissue-resident memory T
14507,effector memory T
14512,intermediate T
14514,cytotoxic T lymphocytes
14515,cytotoxic T lymphocytes
14516,naïve T
14518,naïve T
14521,tissue-resident memory T
14522,naïve T
14523,effector memory T
14525,cytotoxic T lymphocytes
14526,tissue-resident memory T
14527,cytotoxic T lymphocytes
14528,cytotoxic T lymphocytes
14530,cytotoxic T lymphocytes
14531,intermediate T
14535,intermediate T
14537,effector memory T
14539,tissue-resident memory T
14540,cytotoxic T lymphocytes
14541,effector memory T
14543,naïve T
14547,naïve T
14548,cytotoxic T lymphocytes
14551,cytotoxic T lymphocytes
14552,effector memory T
14555,cytotoxic T lymphocytes
14556,tissue-resident memory T
14557,cytotoxic T lymphocytes
14559,cytotoxic T lymphocytes
14561,intermediate T
14563,cytotoxic T lymphocytes
14564,naïve T
14568,cytotoxic T lymphocytes
14569,cytotoxic T lymphocytes
14571,cytotoxic T lymphocytes
14572,effector memory T
14573,effector memory T
14575,cytotoxic T lymphocytes
14579,cytotoxic T lymphocytes
14580,cytotoxic T lymphocytes
14582,intermediate T
14585,effector memory T
14590,cytotoxic T lymphocytes
14592,effector memory T
14594,naïve T
14595,effector memory T
14599,effector memory T
14600,effector memory T
14602,tissue-resident memory T
14605,tissue-resident memory T
14607,central memory T
14608,cytotoxic T lymphocytes
14611,naïve T
14612,effector memory T
14613,proliferative CD4 T
14614,effector memory T
14615,cytotoxic T lymphocytes
14616,intermediate T
14617,naïve T
14620,intermediate T
14621,effector memory T
14622,cytotoxic T lymphocytes
14623,effector memory T
14627,regulatory T
14629,intermediate T
14632,cytotoxic T lymphocytes
14634,naïve T
14637,cytotoxic T lymphocytes
14641,effector memory T
14642,cytotoxic T lymphocytes
14645,cytotoxic T lymphocytes
14646,naïve T
14647,tissue-resident memory T
14648,effector memory T
14649,effector memory T
14650,cytotoxic T lymphocytes
14652,cytotoxic T lymphocytes
14653,cytotoxic T lymphocytes
14654,cytotoxic T lymphocytes
14655,cytotoxic T lymphocytes
14659,naïve T
14660,naïve T
14662,naïve T
14663,effector memory T
14669,cytotoxic T lymphocytes
14672,cytotoxic T lymphocytes
14673,effector memory T
14675,intermediate T
14679,cytotoxic T lymphocytes
14680,cytotoxic T lymphocytes
14681,intermediate T
14683,naïve T
14684,naïve T
14685,cytotoxic T lymphocytes
14686,naïve T
14688,cytotoxic T lymphocytes
14693,cytotoxic T lymphocytes
14694,regulatory T
14696,tissue-resident memory T
14697,cytotoxic T lymphocytes
14698,cytotoxic T lymphocytes
14699,tissue-resident memory T
14700,cytotoxic T lymphocytes
14701,effector memory T
14702,effector memory T
14703,cytotoxic T lymphocytes
14705,effector memory T
14706,effector memory T
14707,cytotoxic T lymphocytes
14714,naïve T
14717,tissue-resident memory T
14718,proliferative CD4 T
14719,effector memory T
14721,regulatory T
14722,tissue-resident memory T
14724,central memory T
14727,cytotoxic T lymphocytes
14729,cytotoxic T lymphocytes
14731,naïve T
14732,intermediate T
14733,effector memory T
14734,tissue-resident memory T
14736,effector memory T
14737,cytotoxic T lymphocytes
14744,cytotoxic T lymphocytes
14745,cytotoxic T lymphocytes
14746,tissue-resident memory T
14749,cytotoxic T lymphocytes
14750,intermediate T
14751,cytotoxic T lymphocytes
14757,intermediate T
14759,effector memory T
14760,naïve T
14761,cytotoxic T lymphocytes
14762,regulatory T
14764,cytotoxic T lymphocytes
14768,tissue-resident memory T
14769,effector memory T
14776,cytotoxic T lymphocytes
14777,cytotoxic T lymphocytes
14778,intermediate T
14779,naïve T
14782,naïve T
14783,tissue-resident memory T
14784,naïve T
14787,cytotoxic T lymphocytes
14788,cytotoxic T lymphocytes
14792,intermediate T
14793,effector memory T
14794,effector memory T
14796,tissue-resident memory T
14800,naïve T
14801,cytotoxic T lymphocytes
14805,intermediate T
14807,tissue-resident memory T
14808,cytotoxic T lymphocytes
14809,naïve T
14811,cytotoxic T lymphocytes
14812,cytotoxic T lymphocytes
14813,cytotoxic T lymphocytes
14814,effector memory T
14815,effector memory T
14816,cytotoxic T lymphocytes
14818,cytotoxic T lymphocytes
14819,intermediate T
14820,intermediate T
14823,tissue-resident memory T
14827,cytotoxic T lymphocytes
14829,cytotoxic T lymphocytes
14831,cytotoxic T lymphocytes
14834,tissue-resident memory T
14836,cytotoxic T lymphocytes
14837,naïve T
14838,cytotoxic T lymphocytes
14839,cytotoxic T lymphocytes
14841,effector memory T
14843,cytotoxic T lymphocytes
14845,naïve T
14846,naïve T
14847,cytotoxic T lymphocytes
14848,intermediate T
14849,tissue-resident memory T
14852,intermediate T
14854,intermediate T
14856,cytotoxic T lymphocytes
14857,intermediate T
14858,effector memory T
14863,effector memory T
14865,cytotoxic T lymphocytes
14866,cytotoxic T lymphocytes
14867,naïve T
14870,cytotoxic T lymphocytes
14875,tissue-resident memory T
14881,tissue-resident memory T
14884,effector memory T
14885,cytotoxic T lymphocytes
14890,intermediate T
14892,cytotoxic T lymphocytes
14894,cytotoxic T lymphocytes
14895,intermediate T
14896,cytotoxic T lymphocytes
14900,intermediate T
14902,naïve T
14904,tissue-resident memory T
14905,tissue-resident memory T
14907,tissue-resident memory T
14908,effector memory T
14910,effector memory T
14911,naïve T
14914,cytotoxic T lymphocytes
14916,effector memory T
14917,cytotoxic T lymphocytes
14920,cytotoxic T lymphocytes
14923,intermediate T
14926,naïve T
14927,intermediate T
14929,effector memory T
14932,tissue-resident memory T
14934,effector memory T
14935,cytotoxic T lymphocytes
14936,regulatory T
14940,effector memory T
14945,effector memory T
14947,cytotoxic T lymphocytes
14948,cytotoxic T lymphocytes
14952,central memory T
14953,proliferative CD4 T
14955,cytotoxic T lymphocytes
14958,proliferative CD4 T
14959,naïve T
14961,intermediate T
14962,intermediate T
14963,cytotoxic T lymphocytes
14965,cytotoxic T lymphocytes
14966,cytotoxic T lymphocytes
14968,tissue-resident memory T
14971,naïve T
14972,effector memory T
14974,cytotoxic T lymphocytes
14975,tissue-resident memory T
14977,intermediate T
14978,cytotoxic T lymphocytes
14980,intermediate T
14982,cytotoxic T lymphocytes
14983,effector memory T
14984,cytotoxic T lymphocytes
14993,cytotoxic T lymphocytes
14994,cytotoxic T lymphocytes
14995,cytotoxic T lymphocytes
14996,cytotoxic T lymphocytes
14998,cytotoxic T lymphocytes
14999,cytotoxic T lymphocytes
15000,intermediate T
15002,cytotoxic T lymphocytes
15003,cytotoxic T lymphocytes
15004,intermediate T
15006,intermediate T
15007,cytotoxic T lymphocytes
15010,cytotoxic T lymphocytes
15011,intermediate T
15012,tissue-resident memory T
15016,intermediate T
15017,cytotoxic T lymphocytes
15019,cytotoxic T lymphocytes
15020,naïve T
15021,central memory T
15024,cytotoxic T lymphocytes
15028,effector memory T
15029,effector memory T
15030,effector memory T
15031,cytotoxic T lymphocytes
15032,cytotoxic T lymphocytes
15033,tissue-resident memory T
15036,cytotoxic T lymphocytes
15037,cytotoxic T lymphocytes
15040,intermediate T
15041,cytotoxic T lymphocytes
15042,cytotoxic T lymphocytes
15043,naïve T
15044,tissue-resident memory T
15049,regulatory T
15050,cytotoxic T lymphocytes
15053,tissue-resident memory T
15054,intermediate T
15057,cytotoxic T lymphocytes
15058,effector memory T
15060,naïve T
15061,intermediate T
15064,effector memory T
15065,tissue-resident memory T
15066,tissue-resident memory T
15067,tissue-resident memory T
15068,cytotoxic T lymphocytes
15070,cytotoxic T lymphocytes
15071,naïve T
15072,intermediate T
15073,proliferative CD4 T
15076,cytotoxic T lymphocytes
15081,intermediate T
15083,cytotoxic T lymphocytes
15084,intermediate T
15085,naïve T
15088,cytotoxic T lymphocytes
15089,cytotoxic T lymphocytes
15090,intermediate T
15091,tissue-resident memory T
15094,intermediate T
15100,intermediate T
15102,cytotoxic T lymphocytes
15103,tissue-resident memory T
15104,effector memory T
15105,effector memory T
15109,effector memory T
15110,cytotoxic T lymphocytes
15111,naïve T
15114,cytotoxic T lymphocytes
15115,intermediate T
15116,cytotoxic T lymphocytes
15120,effector memory T
15121,intermediate T
15123,tissue-resident memory T
15125,cytotoxic T lymphocytes
15127,effector memory T
15128,intermediate T
15130,cytotoxic T lymphocytes
15131,tissue-resident memory T
15133,cytotoxic T lymphocytes
15135,tissue-resident memory T
15136,naïve T
15137,tissue-resident memory T
15138,intermediate T
15140,cytotoxic T lymphocytes
15141,cytotoxic T lymphocytes
15142,intermediate T
15143,naïve T
15144,tissue-resident memory T
15145,effector memory T
15147,intermediate T
15149,intermediate T
15150,tissue-resident memory T
15152,cytotoxic T lymphocytes
15154,effector memory T
15155,naïve T
15156,tissue-resident memory T
15158,effector memory T
15159,intermediate T
15160,intermediate T
15162,intermediate T
15170,naïve T
15174,intermediate T
15177,naïve T
15179,cytotoxic T lymphocytes
15180,naïve T
15181,tissue-resident memory T
15183,naïve T
15186,cytotoxic T lymphocytes
15187,cytotoxic T lymphocytes
15190,regulatory T
15194,cytotoxic T lymphocytes
15195,tissue-resident memory T
15197,effector memory T
15198,tissue-resident memory T
15201,tissue-resident memory T
15202,tissue-resident memory T
15203,intermediate T
15204,effector memory T
15205,naïve T
15207,cytotoxic T lymphocytes
15208,effector memory T
15209,intermediate T
15210,naïve T
15211,effector memory T
15212,naïve T
15215,intermediate T
15216,effector memory T
15217,cytotoxic T lymphocytes
15221,tissue-resident memory T
15222,cytotoxic T lymphocytes
15223,naïve T
15225,proliferative CD4 T
15226,naïve T
15229,effector memory T
15232,naïve T
15233,naïve T
15240,cytotoxic T lymphocytes
15241,regulatory T
15242,effector memory T
15244,intermediate T
15247,tissue-resident memory T
15251,tissue-resident memory T
15252,effector memory T
15253,regulatory T
15254,naïve T
15255,cytotoxic T lymphocytes
15257,cytotoxic T lymphocytes
15258,cytotoxic T lymphocytes
15259,naïve T
15261,intermediate T
15262,effector memory T
15263,intermediate T
15265,naïve T
15266,cytotoxic T lymphocytes
15269,effector memory T
15271,cytotoxic T lymphocytes
15272,cytotoxic T lymphocytes
15275,intermediate T
15278,cytotoxic T lymphocytes
15279,tissue-resident memory T
15282,effector memory T
15284,cytotoxic T lymphocytes
15285,naïve T
15286,intermediate T
15290,intermediate T
15298,cytotoxic T lymphocytes
15299,proliferative CD4 T
15300,cytotoxic T lymphocytes
15301,intermediate T
15302,cytotoxic T lymphocytes
15304,cytotoxic T lymphocytes
15306,intermediate T
15308,effector memory T
15310,cytotoxic T lymphocytes
15313,naïve T
15314,naïve T
15315,tissue-resident memory T
15317,naïve T
15319,cytotoxic T lymphocytes
15320,tissue-resident memory T
15321,proliferative CD4 T
15327,cytotoxic T lymphocytes
15328,cytotoxic T lymphocytes
15329,cytotoxic T lymphocytes
15330,naïve T
15331,intermediate T
15333,effector memory T
15334,cytotoxic T lymphocytes
15336,cytotoxic T lymphocytes
15337,naïve T
15339,naïve T
15343,cytotoxic T lymphocytes
15344,cytotoxic T lymphocytes
15346,tissue-resident memory T
15349,effector memory T
15350,intermediate T
15351,intermediate T
15353,tissue-resident memory T
15355,intermediate T
15356,tissue-resident memory T
15357,cytotoxic T lymphocytes
15358,naïve T
15360,tissue-resident memory T
15364,effector memory T
15367,cytotoxic T lymphocytes
15369,intermediate T
15370,cytotoxic T lymphocytes
15371,intermediate T
15372,effector memory T
15373,effector memory T
15374,naïve T
15375,intermediate T
15376,tissue-resident memory T
15377,tissue-resident memory T
15378,cytotoxic T lymphocytes
15381,intermediate T
15382,effector memory T
15383,naïve T
15384,intermediate T
15386,naïve T
15387,cytotoxic T lymphocytes
15388,effector memory T
15389,cytotoxic T lymphocytes
15390,cytotoxic T lymphocytes
15391,cytotoxic T lymphocytes
15392,effector memory T
15395,naïve T
15397,effector memory T
15398,effector memory T
15399,proliferative CD4 T
15400,intermediate T
15402,naïve T
15403,tissue-resident memory T
15404,intermediate T
15405,naïve T
15406,effector memory T
15407,cytotoxic T lymphocytes
15408,naïve T
15409,tissue-resident memory T
15411,regulatory T
15412,intermediate T
15413,tissue-resident memory T
15415,cytotoxic T lymphocytes
15417,proliferative CD4 T
15421,intermediate T
15423,naïve T
15424,tissue-resident memory T
15425,cytotoxic T lymphocytes
15426,naïve T
15429,intermediate T
15430,tissue-resident memory T
15432,cytotoxic T lymphocytes
15433,cytotoxic T lymphocytes
15434,cytotoxic T lymphocytes
15435,cytotoxic T lymphocytes
15436,cytotoxic T lymphocytes
15437,intermediate T
15440,intermediate T
15441,naïve T
15444,naïve T
15447,naïve T
15448,cytotoxic T lymphocytes
15450,intermediate T
15452,intermediate T
15455,intermediate T
15457,tissue-resident memory T
15458,intermediate T
15459,intermediate T
15461,cytotoxic T lymphocytes
15464,effector memory T
15466,naïve T
15468,cytotoxic T lymphocytes
