group,n_cells,n_nan_pseudotime,pseudotime_mean,pseudotime_median,pseudotime_min,pseudotime_max
central memory T,1037,0,0.009323562424455166,0.0022246024553019828,8.239268352971951e-05,1.0
cytotoxic T lymphocytes,3703,0,0.005439541381363735,0.0012358902529455706,0.0,0.940182911757436
effector memory T,2001,0,0.0038655797749967374,0.0010711048858861316,0.0,0.8054708741863723
intermediate T,2016,0,0.005244523175230929,0.0012358902529455706,0.0,0.6461234242399275
naïve T,1616,0,0.001338065338213806,0.000988712202356412,8.239268352971951e-05,0.12836780093927658
proliferative CD4 T,971,0,0.07423343196413552,0.01911510257889104,0.0005767487847079256,0.9910191974952628
proliferative CD8 T,128,0,0.07523739391941996,0.04445085276427452,0.0026365658729504693,0.8006920985416497
regulatory T,2078,0,0.00580067489044509,0.002718958556480189,8.239268352971951e-05,0.8159347449946447
tissue-resident memory T,1878,0,0.006253552032822296,0.0014006756200048986,0.0,0.6744665073741454
