step,event,time_s,rss_gb,gpu_mem_gb
subset_sanitize,start,,3.8411483764648438,0.01617574691772461
subset_sanitize,end,0.06621074676513672,3.8411483764648438,0.01617574691772461
setup_anndata,start,,3.8411483764648438,0.01617574691772461
setup_anndata,end,0.0053632259368896484,3.8411483764648438,0.01617574691772461
train,start,,3.8411483764648438,0.01617574691772461
train,end,129.94100403785706,3.8833084106445312,0.018063068389892578
save_model,start,,3.8833084106445312,0.018063068389892578
save_model,end,0.09105443954467773,3.8833084106445312,0.018063068389892578
latent,start,,3.8833084106445312,0.018063068389892578
latent,end,0.3753979206085205,3.8833084106445312,0.025997638702392578
neighbors,start,,3.8833084106445312,0.025997638702392578
neighbors,end,4.145419597625732,3.8871726989746094,0.01775646209716797
umap,start,,3.8871726989746094,0.01775646209716797
umap,end,10.792145490646362,3.8871726989746094,0.01775646209716797
leiden,start,,3.8871726989746094,0.01775646209716797
leiden,end,14.148103475570679,3.8899612426757812,0.01775646209716797
metrics,start,,3.8899612426757812,0.01775646209716797
metrics,end,213.2164249420166,4.242118835449219,0.01775646209716797
plots,start,,4.242118835449219,0.01775646209716797
plots,end,6.517206430435181,4.242271423339844,0.01775646209716797
