group,n_cells,n_nan_pseudotime,pseudotime_mean,pseudotime_median,pseudotime_min,pseudotime_max
NK-C1-FCGR3A,2078,0,0.6166999989287538,0.6344934304285105,0.0,0.7281388899945753
NK-C2-SELL,279,0,0.1483275507426314,0.0,0.0,0.7281388899945753
NK-C3-IFNG,602,0,0.5621487326696774,0.5678176860156066,0.3589478462486687,0.9781165199283575
NK-C5-CD69,1892,0,0.5602147815408823,0.5801302467113071,0.11683261277618125,1.0
NK-C7-CD160,2352,0,0.7498196781415688,0.8067807462319179,0.0,1.0
