group,n_cells,n_nan_pseudotime,pseudotime_mean,pseudotime_median,pseudotime_min,pseudotime_max
MARCO+ macrophage,2425,0,0.4878707267576103,0.37152811771848404,0.0,1.0
MMP9+ macrophage,1435,0,0.6242886889600886,0.694244699837977,0.0,1.0
TREM2+ macrophage,2170,0,0.5085477639735815,0.409761790238809,0.0,1.0
VEGFA+ macrophage,1535,0,0.3583475026161525,0.29819986733997966,0.0,1.0
monocyte-derived macrophage,3137,0,0.406804026131297,0.31699149307748303,0.0,1.0
patient-specific macrophage,2496,0,0.5510361890145454,0.6211046295010558,0.0,1.0
proliferative macrophage,298,0,0.42054534001720645,0.32425423832369116,0.0,1.0
