source,target,weight,directed
CD4/CD8-C1-CCR7,CD8-C3-IL7R,4.26830181025648,False
CD8-C3-IL7R,CD8-C5-SELL,5.2119660894844,False
CD8-C4-CX3CR1,CD8-C6-GZMK,7.8772747232734,False
CD8-C5-SELL,CD8-C6-GZMK,4.16264807695353,False
CD8-C6-GZMK,CD8-C7-KLRD1,5.25327308113484,False
CD8-C6-GZMK,CD8-C8-PDCD1,6.29391327507439,False
