source,target,weight,directed
CD4-C3-ANXA1,CD4/CD8-C1-CCR7,1.0,False
CD4-C6-CXCL13,CD4-C7-FOXP3,1.0,False
CD4-C4-IL7R,CD4-C5-TCF7,0.6862502576788291,False
CD4-C4-IL7R,CD4-C6-CXCL13,0.3356209913824952,False
CD4-C4-IL7R,CD4/CD8-C1-CCR7,0.24515521475591023,False
