source,target,weight,directed
CD4/CD8-C1-CCR7,CD8-C3-IL7R,0.10053478971022622,True
CD8-C6-GZMK,CD8-C3-IL7R,0.11770523543750255,True
CD8-C6-GZMK,CD8-C4-CX3CR1,0.0665390374235294,True
CD8-C5-SELL,CD8-C6-GZMK,0.16784627248455208,True
CD8-C7-KLRD1,CD8-C6-GZMK,0.10520200206147079,True
CD8-C6-GZMK,CD8-C8-PDCD1,0.1208480719804137,True
