source,target,weight,directed
CD4/CD8-C1-CCR7,CD4-C3-ANXA1,1.43846992033238,False
CD4-C3-ANXA1,CD4-C4-IL7R,2.72125252897812,False
CD4-C5-TCF7,CD4-C4-IL7R,1.61488539127088,False
CD4-C4-IL7R,CD4-C6-CXCL13,2.70670330593797,False
CD4-C7-FOXP3,CD4-C6-CXCL13,2.44085154618783,False
